sample_idx,sigma_group,decision_boundary_abs_distance,true_class,true_label,predicted_class,predicted_label,is_correct,probability_raw_bad_probability,probability_raw_good_probability,bad_prediction_confidence,feature_duration,feature_credit_amount,feature_installment_commitment,feature_age,feature_existing_credits,feature_checking_status_0<=X<200,feature_checking_status_<0,feature_checking_status_>=200,feature_checking_status_no checking,feature_credit_history_all paid,feature_credit_history_critical/other existing credit,feature_credit_history_delayed previously,feature_credit_history_existing paid,feature_credit_history_no credits/all paid,feature_purpose_business,feature_purpose_domestic appliance,feature_purpose_education,feature_purpose_furniture/equipment,feature_purpose_new car,feature_purpose_other,feature_purpose_radio/tv,feature_purpose_repairs,feature_purpose_retraining,feature_purpose_used car,feature_savings_status_100<=X<500,feature_savings_status_500<=X<1000,feature_savings_status_<100,feature_savings_status_>=1000,feature_savings_status_no known savings,feature_employment_1<=X<4,feature_employment_4<=X<7,feature_employment_<1,feature_employment_>=7,feature_employment_unemployed,feature_housing_for free,feature_housing_own,feature_housing_rent,feature_job_high qualif/self emp/mgmt,feature_job_skilled,feature_job_unemp/unskilled non res,feature_job_unskilled resident,feature_Sex,feature_Married
93,within_1sigma,0.0943220111003175,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4656779888996825,0.5343220111003175,0.4656779888996825,36.0,10875.0,2.0,45.0,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
167,within_1sigma,0.0948572354485004,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.6548572354485005,0.3451427645514995,0.6548572354485005,12.0,6199.0,4.0,28.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
127,within_1sigma,0.0967894906869194,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4632105093130806,0.5367894906869193,0.4632105093130806,21.0,3652.0,2.0,27.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
191,within_1sigma,0.1008415885504872,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.6608415885504872,0.3391584114495127,0.6608415885504872,24.0,1246.0,4.0,23.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
89,within_1sigma,0.1014524869866036,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4585475130133964,0.5414524869866035,0.4585475130133964,24.0,2032.0,4.0,60.0,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
135,within_1sigma,0.1015997290710549,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.661599729071055,0.338400270928945,0.661599729071055,18.0,976.0,1.0,23.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
143,within_1sigma,0.1027954598010458,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4572045401989542,0.5427954598010458,0.4572045401989542,27.0,2442.0,4.0,43.0,4.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
7,within_1sigma,0.10525959940877,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.45474040059123,0.5452595994087699,0.45474040059123,6.0,1352.0,1.0,23.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
47,within_1sigma,0.10888849753959,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.6688884975395901,0.3311115024604099,0.6688884975395901,30.0,4280.0,4.0,26.0,2.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
52,within_1sigma,0.1118374385814886,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4481625614185114,0.5518374385814886,0.4481625614185114,24.0,6615.0,2.0,75.0,2.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
90,within_1sigma,0.1161763620670236,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.6761763620670237,0.3238236379329763,0.6761763620670237,60.0,6288.0,4.0,42.0,1.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
24,within_1sigma,0.1209285210400336,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4390714789599664,0.5609285210400335,0.4390714789599664,18.0,1795.0,3.0,48.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
178,within_1sigma,0.1260642893687246,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.6860642893687247,0.3139357106312753,0.6860642893687247,48.0,6224.0,4.0,50.0,1.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
63,within_1sigma,0.126664425428034,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.6866644254280341,0.3133355745719659,0.6866644254280341,24.0,11328.0,2.0,29.0,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
48,within_1sigma,0.1276400116734396,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4323599883265604,0.5676400116734396,0.4323599883265604,12.0,1262.0,2.0,49.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
145,within_1sigma,0.1324508194177749,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.692450819417775,0.307549180582225,0.692450819417775,12.0,759.0,4.0,26.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
33,within_1sigma,0.1360049674783777,1,BAD CREDIT RISK,1,BAD CREDIT RISK,True,0.6960049674783778,0.3039950325216222,0.6960049674783778,48.0,15672.0,2.0,23.0,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
92,within_1sigma,0.1397583032253301,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.4202416967746699,0.5797583032253301,0.4202416967746699,6.0,1050.0,4.0,35.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
sample_idx,sigma_group,decision_boundary_abs_distance,true_class,true_label,predicted_class,predicted_label,is_correct,probability_raw_bad_probability,probability_raw_good_probability,bad_prediction_confidence,feature_duration,feature_credit_amount,feature_installment_commitment,feature_age,feature_existing_credits,feature_checking_status_0<=X<200,feature_checking_status_<0,feature_checking_status_>=200,feature_checking_status_no checking,feature_credit_history_all paid,feature_credit_history_critical/other existing credit,feature_credit_history_delayed previously,feature_credit_history_existing paid,feature_credit_history_no credits/all paid,feature_purpose_business,feature_purpose_domestic appliance,feature_purpose_education,feature_purpose_furniture/equipment,feature_purpose_new car,feature_purpose_other,feature_purpose_radio/tv,feature_purpose_repairs,feature_purpose_retraining,feature_purpose_used car,feature_savings_status_100<=X<500,feature_savings_status_500<=X<1000,feature_savings_status_<100,feature_savings_status_>=1000,feature_savings_status_no known savings,feature_employment_1<=X<4,feature_employment_4<=X<7,feature_employment_<1,feature_employment_>=7,feature_employment_unemployed,feature_housing_for free,feature_housing_own,feature_housing_rent,feature_job_high qualif/self emp/mgmt,feature_job_skilled,feature_job_unemp/unskilled non res,feature_job_unskilled resident,feature_Sex,feature_Married
12,outside_1sigma,0.5152960603144052,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.0447039396855948,0.9552960603144052,0.0447039396855948,4.0,1544.0,2.0,42.0,3.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
163,outside_1sigma,0.4707545638662753,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.0892454361337247,0.9107545638662752,0.0892454361337247,15.0,1520.0,4.0,63.0,1.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
100,outside_1sigma,0.466422340023632,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.093577659976368,0.906422340023632,0.093577659976368,48.0,3578.0,4.0,47.0,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
26,outside_1sigma,0.4638632108141952,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.0961367891858048,0.9038632108141952,0.0961367891858048,6.0,1898.0,1.0,34.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False
66,outside_1sigma,0.4623662199144585,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.0976337800855416,0.9023662199144584,0.0976337800855416,12.0,976.0,4.0,35.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
45,outside_1sigma,0.4533771996608219,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1066228003391781,0.8933771996608219,0.1066228003391781,12.0,522.0,4.0,42.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
187,outside_1sigma,0.4344857517772945,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1255142482227055,0.8744857517772945,0.1255142482227055,6.0,250.0,2.0,41.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
142,outside_1sigma,0.431462455822538,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.128537544177462,0.871462455822538,0.128537544177462,21.0,3275.0,1.0,36.0,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
104,outside_1sigma,0.4241106778223419,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1358893221776581,0.8641106778223419,0.1358893221776581,30.0,7596.0,1.0,63.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
189,outside_1sigma,0.4146508086157803,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1453491913842197,0.8546508086157802,0.1453491913842197,21.0,3160.0,4.0,41.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
67,outside_1sigma,0.4133833188739996,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1466166811260004,0.8533833188739997,0.1466166811260004,6.0,1554.0,1.0,24.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
176,outside_1sigma,0.4132664645085337,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1467335354914663,0.8532664645085337,0.1467335354914663,24.0,5804.0,4.0,27.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
18,outside_1sigma,0.4123512138459151,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1476487861540849,0.8523512138459151,0.1476487861540849,30.0,5954.0,3.0,38.0,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
15,outside_1sigma,0.4049388404911144,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1550611595088857,0.8449388404911142,0.1550611595088857,5.0,3448.0,1.0,74.0,1.0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
173,outside_1sigma,0.3941982781627842,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1658017218372159,0.834198278162784,0.1658017218372159,12.0,2096.0,2.0,49.0,1.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
113,outside_1sigma,0.3935939616793102,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1664060383206898,0.8335939616793102,0.1664060383206898,10.0,1364.0,2.0,64.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
146,outside_1sigma,0.3911541279464368,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1688458720535633,0.8311541279464367,0.1688458720535633,12.0,1255.0,4.0,61.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
87,outside_1sigma,0.3903339519343228,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1696660480656772,0.8303339519343228,0.1696660480656772,6.0,362.0,4.0,52.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
194,outside_1sigma,0.3900720382486219,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.1699279617513781,0.8300720382486219,0.1699279617513781,12.0,2012.0,4.0,61.0,1.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
