sample_idx,sigma_group,decision_boundary_abs_distance,true_class,true_label,predicted_class,predicted_label,is_correct,probability_raw_bad_probability,probability_raw_good_probability,bad_prediction_confidence,feature_duration,feature_credit_amount,feature_installment_commitment,feature_age,feature_existing_credits,feature_checking_status_0<=X<200,feature_checking_status_<0,feature_checking_status_>=200,feature_checking_status_no checking,feature_credit_history_all paid,feature_credit_history_critical/other existing credit,feature_credit_history_delayed previously,feature_credit_history_existing paid,feature_credit_history_no credits/all paid,feature_purpose_business,feature_purpose_domestic appliance,feature_purpose_education,feature_purpose_furniture/equipment,feature_purpose_new car,feature_purpose_other,feature_purpose_radio/tv,feature_purpose_repairs,feature_purpose_retraining,feature_purpose_used car,feature_savings_status_100<=X<500,feature_savings_status_500<=X<1000,feature_savings_status_<100,feature_savings_status_>=1000,feature_savings_status_no known savings,feature_employment_1<=X<4,feature_employment_4<=X<7,feature_employment_<1,feature_employment_>=7,feature_employment_unemployed,feature_housing_for free,feature_housing_own,feature_housing_rent,feature_job_high qualif/self emp/mgmt,feature_job_skilled,feature_job_unemp/unskilled non res,feature_job_unskilled resident,feature_Sex,feature_Married
10,outside_1sigma,0.3663260355027761,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.193673964497224,0.8063260355027759,0.193673964497224,36.0,2299.0,4.0,39.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
147,outside_1sigma,0.3599424417122229,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2000575582877772,0.7999424417122227,0.2000575582877772,24.0,3488.0,3.0,23.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
50,outside_1sigma,0.3559617001422899,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2040382998577102,0.7959617001422898,0.2040382998577102,24.0,2835.0,3.0,53.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
19,outside_1sigma,0.3517353910163604,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2082646089836396,0.7917353910163604,0.2082646089836396,12.0,2279.0,4.0,37.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False
161,outside_1sigma,0.3490918941810966,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2109081058189034,0.7890918941810965,0.2109081058189034,30.0,2831.0,4.0,33.0,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
57,outside_1sigma,0.3430927148831696,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2169072851168304,0.7830927148831696,0.2169072851168304,15.0,2728.0,4.0,35.0,3.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
51,outside_1sigma,0.3396045593862652,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2203954406137348,0.7796045593862652,0.2203954406137348,18.0,2404.0,2.0,26.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
81,outside_1sigma,0.3394877256279153,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2205122743720848,0.7794877256279151,0.2205122743720848,15.0,1478.0,4.0,33.0,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True
56,outside_1sigma,0.3384516177757631,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2215483822242369,0.778451617775763,0.2215483822242369,6.0,1238.0,4.0,36.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
29,outside_1sigma,0.3382145768122905,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2217854231877095,0.7782145768122904,0.2217854231877095,12.0,1412.0,4.0,29.0,2.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
75,outside_1sigma,0.3353198953841836,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2246801046158164,0.7753198953841836,0.2246801046158164,15.0,2360.0,2.0,36.0,1.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
72,outside_1sigma,0.32864769185408,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.23135230814592,0.76864769185408,0.23135230814592,24.0,2058.0,4.0,33.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
126,outside_1sigma,0.322859120542274,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.237140879457726,0.762859120542274,0.237140879457726,18.0,1800.0,4.0,24.0,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
196,outside_1sigma,0.3135735802034757,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2464264197965243,0.7535735802034756,0.2464264197965243,18.0,2427.0,4.0,42.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
174,outside_1sigma,0.3057673933238657,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2542326066761343,0.7457673933238658,0.2542326066761343,7.0,2415.0,3.0,34.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
150,outside_1sigma,0.3050624912857833,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2549375087142168,0.7450624912857832,0.2549375087142168,10.0,1546.0,3.0,31.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
177,outside_1sigma,0.3050599728088679,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2549400271911322,0.7450599728088678,0.2549400271911322,12.0,1963.0,4.0,31.0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
123,outside_1sigma,0.3046399740264061,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2553600259735939,0.744639974026406,0.2553600259735939,48.0,10222.0,4.0,37.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
169,outside_1sigma,0.3025782442521829,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2574217557478171,0.7425782442521829,0.2574217557478171,10.0,1287.0,4.0,45.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
21,outside_1sigma,0.2954981585885943,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2645018414114057,0.7354981585885942,0.2645018414114057,36.0,3595.0,4.0,28.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
180,outside_1sigma,0.2952720478518483,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2647279521481517,0.7352720478518483,0.2647279521481517,12.0,4675.0,1.0,20.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
158,outside_1sigma,0.2919521238646234,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2680478761353766,0.7319521238646234,0.2680478761353766,12.0,2748.0,2.0,57.0,3.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
83,outside_1sigma,0.2868503601455388,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2731496398544613,0.7268503601455387,0.2731496398544613,12.0,1503.0,4.0,41.0,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True
199,outside_1sigma,0.285770058833125,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.274229941166875,0.725770058833125,0.274229941166875,21.0,1591.0,4.0,34.0,2.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
165,outside_1sigma,0.2844441154997308,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2755558845002692,0.7244441154997308,0.2755558845002692,54.0,9436.0,2.0,39.0,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False
20,outside_1sigma,0.2808277270969864,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2791722729030136,0.7208277270969864,0.2791722729030136,24.0,2255.0,4.0,54.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
136,outside_1sigma,0.2801064965578433,0,GOOD CREDIT RISK,0,GOOD CREDIT RISK,True,0.2798935034421567,0.7201064965578432,0.2798935034421567,24.0,3062.0,4.0,32.0,1.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
