sample_idx,true_class,predicted_class,raw_bad_probability,predicted_bad_probability,predicted_good_probability,predicted_confidence,true_class_confidence,predicted_threshold_relative_confidence,true_class_threshold_relative_confidence,true_label,predicted_label,is_correct,raw_good_probability,original_threshold,pred_confidence_z_score,confidence_category,saved_true_class,decision_boundary,raw_bad_probability_sigma,decision_boundary_lower_bound,decision_boundary_upper_bound,decision_boundary_distance,decision_boundary_abs_distance,decision_boundary_sigma_group
25,0,0,0.5394585450705818,,0.4605414549294182,0.4605414549294182,0.4605414549294182,0.0366811695168183,0.0366811695168183,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4605414549294182,0.56,-1.6949521454390826,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.02054145492941828,0.02054145492941828,within_1sigma
32,0,0,0.4167962881753004,,0.5832037118246995,0.5832037118246995,0.5832037118246995,0.2557209139726779,0.2557209139726779,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5832037118246995,0.56,-0.6696288541025671,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.14320371182469965,0.14320371182469965,within_1sigma
33,1,1,0.6960049674783778,0.6960049674783778,,0.6960049674783778,0.6960049674783778,0.3091021988144949,0.3091021988144949,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3039950325216222,0.56,0.2732671730955949,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.13600496747837776,0.13600496747837776,within_1sigma
40,1,1,0.5635257468436874,0.5635257468436874,,0.5635257468436874,0.5635257468436874,0.0080130610083803,0.0080130610083803,BAD CREDIT RISK,BAD CREDIT RISK,True,0.4364742531563126,0.56,-0.8341152766731291,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.0035257468436873385,0.0035257468436873385,within_1sigma
42,0,0,0.4098262739930931,,0.5901737260069069,0.5901737260069069,0.5901737260069069,0.2681673678694766,0.2681673678694766,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5901737260069069,0.56,-0.6113671029914319,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.15017372600690693,0.15017372600690693,within_1sigma
47,1,1,0.6688884975395901,0.6688884975395901,,0.6688884975395901,0.6688884975395901,0.2474738580445229,0.2474738580445229,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3311115024604099,0.56,0.046602925177823,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.10888849753959007,0.10888849753959007,within_1sigma
48,0,0,0.4323599883265604,,0.5676400116734396,0.5676400116734396,0.5676400116734396,0.2279285922739993,0.2279285922739993,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5676400116734396,0.56,-0.7997244896173117,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.12764001167343964,0.12764001167343964,within_1sigma
52,0,0,0.4481625614185114,,0.5518374385814886,0.5518374385814886,0.5518374385814886,0.1997097117526582,0.1997097117526582,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5518374385814886,0.56,-0.9318168435681898,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.11183743858148865,0.11183743858148865,within_1sigma
53,1,1,0.5885064049525921,0.5885064049525921,,0.5885064049525921,0.5885064049525921,0.0647872839831637,0.0647872839831637,BAD CREDIT RISK,BAD CREDIT RISK,True,0.4114935950474079,0.56,-0.6253040967692666,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.028506404952592046,0.028506404952592046,within_1sigma
54,1,1,0.7103046784524142,0.7103046784524142,,0.7103046784524142,0.7103046784524142,0.3416015419373049,0.3416015419373049,BAD CREDIT RISK,BAD CREDIT RISK,True,0.2896953215475858,0.56,0.3927972314213347,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.15030467845241413,0.15030467845241413,within_1sigma
58,1,1,0.5895079719206118,0.5895079719206118,,0.5895079719206118,0.5895079719206118,0.0670635725468448,0.0670635725468448,BAD CREDIT RISK,BAD CREDIT RISK,True,0.4104920280793882,0.56,-0.6169320843333583,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.02950797192061172,0.02950797192061172,within_1sigma
59,1,1,0.7282564464673049,0.7282564464673049,,0.7282564464673049,0.7282564464673049,0.3824010146984202,0.3824010146984202,BAD CREDIT RISK,BAD CREDIT RISK,True,0.2717435535326951,0.56,0.5428545215138458,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.16825644646730487,0.16825644646730487,within_1sigma
61,1,1,0.7083890608670216,0.7083890608670216,,0.7083890608670216,0.7083890608670216,0.3372478656068671,0.3372478656068671,BAD CREDIT RISK,BAD CREDIT RISK,True,0.2916109391329784,0.56,0.3767847482230706,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.14838906086702153,0.14838906086702153,within_1sigma
62,0,0,0.5373808076694017,,0.4626191923305983,0.4626191923305983,0.4626191923305983,0.0403914148760685,0.0403914148760685,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4626191923305983,0.56,-1.6775845165968244,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.022619192330598392,0.022619192330598392,within_1sigma
63,1,1,0.6866644254280341,0.6866644254280341,,0.6866644254280341,0.6866644254280341,0.2878736941546228,0.2878736941546228,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3133355745719659,0.56,0.1951903827255819,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.12666442542803402,0.12666442542803402,within_1sigma
65,0,0,0.5319912316155639,,0.468008768384436,0.468008768384436,0.468008768384436,0.0500156578293501,0.0500156578293501,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.468008768384436,0.56,-1.6325335123327576,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.02800876838443611,0.02800876838443611,within_1sigma
68,1,1,0.7354877513066062,0.7354877513066062,,0.7354877513066062,0.7354877513066062,0.3988357984241048,0.3988357984241048,BAD CREDIT RISK,BAD CREDIT RISK,True,0.2645122486933938,0.56,0.6033003788309815,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.1754877513066061,0.1754877513066061,within_1sigma
78,1,1,0.6455990876064014,0.6455990876064014,,0.6455990876064014,0.6455990876064014,0.1945433809236394,0.1945433809236394,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3544009123935986,0.56,-0.1480712561913363,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.08559908760640134,0.08559908760640134,within_1sigma
86,0,0,0.4995195008786009,,0.5004804991213991,0.5004804991213991,0.5004804991213991,0.1080008912882127,0.1080008912882127,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5004804991213991,0.56,-1.3611050984316528,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.060480499121399134,0.060480499121399134,within_1sigma
89,0,0,0.4585475130133964,,0.5414524869866035,0.5414524869866035,0.5414524869866035,0.1811651553332206,0.1811651553332206,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5414524869866035,0.56,-1.0186237637989846,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.10145248698660364,0.10145248698660364,within_1sigma
90,1,1,0.6761763620670237,0.6761763620670237,,0.6761763620670237,0.6761763620670237,0.2640371865159628,0.2640371865159628,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3238236379329763,0.56,0.1075215600800174,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.11617636206702364,0.11617636206702364,within_1sigma
91,1,1,0.634441082839892,0.634441082839892,,0.634441082839892,0.634441082839892,0.1691842791815725,0.1691842791815725,BAD CREDIT RISK,BAD CREDIT RISK,True,0.365558917160108,0.56,-0.2413400616211348,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.07444108283989193,0.07444108283989193,within_1sigma
92,0,0,0.4202416967746699,,0.5797583032253301,0.5797583032253301,0.5797583032253301,0.2495683986166608,0.2495683986166608,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5797583032253301,0.56,-0.6984287292599314,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.13975830322533017,0.13975830322533017,within_1sigma
93,0,0,0.4656779888996825,,0.5343220111003175,0.5343220111003175,0.5343220111003175,0.1684321626791384,0.1684321626791384,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5343220111003175,0.56,-1.0782268005404656,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.09432201110031757,0.09432201110031757,within_1sigma
97,1,1,0.5632412578469667,0.5632412578469667,,0.5632412578469667,0.5632412578469667,0.0073664951067422,0.0073664951067422,BAD CREDIT RISK,BAD CREDIT RISK,True,0.4367587421530333,0.56,-0.8364932958116139,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.0032412578469666053,0.0032412578469666053,within_1sigma
98,0,0,0.5134085320210909,,0.486591467978909,0.486591467978909,0.486591467978909,0.0831990499623377,0.0831990499623377,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.486591467978909,0.56,-1.4772023192471055,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.04659146797890912,0.04659146797890912,within_1sigma
99,0,0,0.3742582646225824,,0.6257417353774176,0.6257417353774176,0.6257417353774176,0.3316816703168172,0.3316816703168172,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.6257417353774176,0.56,-0.3140571613914334,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.18574173537741767,0.18574173537741767,within_1sigma
115,1,1,0.631684788395918,0.631684788395918,,0.631684788395918,0.631684788395918,0.1629199736270863,0.1629199736270863,BAD CREDIT RISK,BAD CREDIT RISK,True,0.368315211604082,0.56,-0.2643796906212812,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.07168478839591796,0.07168478839591796,within_1sigma
116,1,1,0.5637517375620414,0.5637517375620414,,0.5637517375620414,0.5637517375620414,0.0085266762773667,0.0085266762773667,BAD CREDIT RISK,BAD CREDIT RISK,True,0.4362482624379585,0.56,-0.8322262396293048,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.0037517375620413906,0.0037517375620413906,within_1sigma
117,0,0,0.4151520069451265,,0.5848479930548736,0.5848479930548736,0.5848479930548736,0.2586571304551313,0.2586571304551313,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5848479930548736,0.56,-0.655884448239856,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.14484799305487356,0.14484799305487356,within_1sigma
120,0,0,0.5564933391341627,,0.4435066608658373,0.4435066608658373,0.4435066608658373,0.006261894403281,0.006261894403281,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4435066608658373,0.56,-1.8373445288714336,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.0035066608658373966,0.0035066608658373966,within_1sigma
124,0,0,0.4935283235426236,,0.5064716764573765,0.5064716764573765,0.5064716764573765,0.118699422245315,0.118699422245315,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5064716764573765,0.56,-1.3110253606167088,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.06647167645737645,0.06647167645737645,within_1sigma
127,0,0,0.4632105093130806,,0.5367894906869193,0.5367894906869193,0.5367894906869193,0.1728383762266417,0.1728383762266417,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5367894906869193,0.56,-1.0576013501771966,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.09678949068691944,0.09678949068691944,within_1sigma
128,0,0,0.510983338789497,,0.489016661210503,0.489016661210503,0.489016661210503,0.0875297521616126,0.0875297521616126,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.489016661210503,0.56,-1.456930336900753,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.049016661210503076,0.049016661210503076,within_1sigma
129,1,1,0.6182427884030662,0.6182427884030662,,0.6182427884030662,0.6182427884030662,0.1323699736433322,0.1323699736433322,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3817572115969337,0.56,-0.376740216374386,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.05824278840306618,0.05824278840306618,within_1sigma
132,0,0,0.5346585134891876,,0.4653414865108124,0.4653414865108124,0.4653414865108124,0.0452526544835936,0.0452526544835936,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4653414865108124,0.56,-1.6548290928870986,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.025341486510812472,0.025341486510812472,within_1sigma
135,1,1,0.661599729071055,0.661599729071055,,0.661599729071055,0.661599729071055,0.2309084751614886,0.2309084751614886,BAD CREDIT RISK,BAD CREDIT RISK,True,0.338400270928945,0.56,-0.0143232656905574,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.10159972907105497,0.10159972907105497,within_1sigma
138,0,0,0.5440719193682666,,0.4559280806317334,0.4559280806317334,0.4559280806317334,0.0284430011280954,0.0284430011280954,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4559280806317334,0.56,-1.7335149457559536,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.015928080631733454,0.015928080631733454,within_1sigma
139,0,0,0.5336845319303315,,0.4663154680696685,0.4663154680696685,0.4663154680696685,0.0469919072672652,0.0469919072672652,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4663154680696685,0.56,-1.6466876645218929,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.026315468069668557,0.026315468069668557,within_1sigma
141,1,1,0.5898579965989746,0.5898579965989746,,0.5898579965989746,0.5898579965989746,0.0678590831794877,0.0678590831794877,BAD CREDIT RISK,BAD CREDIT RISK,True,0.4101420034010253,0.56,-0.6140062580494476,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.02985799659897459,0.02985799659897459,within_1sigma
143,0,0,0.4572045401989542,,0.5427954598010458,0.5427954598010458,0.5427954598010458,0.1835633210732961,0.1835633210732961,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5427954598010458,0.56,-1.007397969156587,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.10279545980104587,0.10279545980104587,within_1sigma
144,0,0,0.5320774452762138,,0.4679225547237862,0.4679225547237862,0.4679225547237862,0.049861704863904,0.049861704863904,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4679225547237862,0.56,-1.6332541649322867,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.02792255472378624,0.02792255472378624,within_1sigma
145,1,1,0.692450819417775,0.692450819417775,,0.692450819417775,0.692450819417775,0.3010245895858521,0.3010245895858521,BAD CREDIT RISK,BAD CREDIT RISK,True,0.307549180582225,0.56,0.2435583541024334,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.13245081941777492,0.13245081941777492,within_1sigma
152,0,0,0.5455421505655388,,0.4544578494344612,0.4544578494344612,0.4544578494344612,0.0258175882758236,0.0258175882758236,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4544578494344612,0.56,-1.745804482312416,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.014457849434461267,0.014457849434461267,within_1sigma
153,0,0,0.416896987650508,,0.583103012349492,0.583103012349492,0.583103012349492,0.2555410934812358,0.2555410934812358,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.583103012349492,0.56,-0.6704705923843255,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.14310301234949208,0.14310301234949208,within_1sigma
155,0,0,0.5083210172700595,,0.4916789827299405,0.4916789827299405,0.4916789827299405,0.0922838977320366,0.0922838977320366,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4916789827299405,0.56,-1.434676219521875,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.05167898272994054,0.05167898272994054,within_1sigma
160,1,1,0.7037609256761114,0.7037609256761114,,0.7037609256761114,0.7037609256761114,0.3267293765366166,0.3267293765366166,BAD CREDIT RISK,BAD CREDIT RISK,True,0.2962390743238886,0.56,0.3380985628649651,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.14376092567611132,0.14376092567611132,within_1sigma
162,1,1,0.745760192500028,0.745760192500028,,0.745760192500028,0.745760192500028,0.4221822556818818,0.4221822556818818,BAD CREDIT RISK,BAD CREDIT RISK,True,0.254239807499972,0.56,0.6891668342598256,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.18576019250002795,0.18576019250002795,within_1sigma
167,1,1,0.6548572354485005,0.6548572354485005,,0.6548572354485005,0.6548572354485005,0.2155846260193192,0.2155846260193192,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3451427645514995,0.56,-0.070683191945583,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.09485723544850044,0.09485723544850044,within_1sigma
172,0,0,0.4789837100036655,,0.5210162899963344,0.5210162899963344,0.5210162899963344,0.1446719464220259,0.1446719464220259,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5210162899963344,0.56,-1.189448182742724,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.08101628999633453,0.08101628999633453,within_1sigma
178,1,1,0.6860642893687247,0.6860642893687247,,0.6860642893687247,0.6860642893687247,0.2865097485652832,0.2865097485652832,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3139357106312753,0.56,0.1901738968467497,high_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.1260642893687246,0.1260642893687246,within_1sigma
179,0,0,0.4916978240350287,,0.5083021759649713,0.5083021759649713,0.5083021759649713,0.1219681713660202,0.1219681713660202,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5083021759649713,0.56,-1.2957243721348213,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.06830217596497135,0.06830217596497135,within_1sigma
182,0,0,0.5575487082996186,,0.4424512917003814,0.4424512917003814,0.4424512917003814,0.0043773066078241,0.0043773066078241,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.4424512917003814,0.56,-1.846166269264032,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.002451291700381497,0.002451291700381497,within_1sigma
184,0,0,0.4989643362369412,,0.5010356637630589,0.5010356637630589,0.5010356637630589,0.1089922567197479,0.1089922567197479,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5010356637630589,0.56,-1.356464524778209,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.061035663763058856,0.061035663763058856,within_1sigma
188,0,0,0.4703842223766212,,0.5296157776233787,0.5296157776233787,0.5296157776233787,0.1600281743274622,0.1600281743274622,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.5296157776233787,0.56,-1.1175658027772537,low_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.08961577762337886,0.08961577762337886,within_1sigma
191,1,1,0.6608415885504872,0.6608415885504872,,0.6608415885504872,0.6608415885504872,0.2291854285238345,0.2291854285238345,BAD CREDIT RISK,BAD CREDIT RISK,True,0.3391584114495127,0.56,-0.0206604973176238,middle_confidence,1,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,0.1008415885504872,0.1008415885504872,within_1sigma
193,0,0,0.3982462262121767,,0.6017537737878234,0.6017537737878234,0.6017537737878234,0.2888460246211131,0.2888460246211131,GOOD CREDIT RISK,GOOD CREDIT RISK,True,0.6017537737878234,0.56,-0.5145704761798137,middle_confidence,0,0.56,0.1867002307220001,0.37329976927799996,0.7467002307220001,-0.16175377378782335,0.16175377378782335,within_1sigma
