sample_idx,true_class,predicted_class,predicted_confidence,true_label,predicted_label,is_correct,source_json,warning_type
104,1,0,0.8424727667752008,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_104.json,none
105,1,0,0.7141117795954375,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_105.json,weak_warning
109,1,1,0.5957228738690054,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_109.json,weak_warning
111,1,1,0.6613555436532421,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_111.json,none
114,1,0,0.8325670239954259,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_114.json,none
118,1,1,0.49340603796753085,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_118.json,weak_warning
127,1,0,0.8270034542958997,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_127.json,none
128,1,0,0.8457236398224934,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_128.json,none
132,1,1,0.6737151575655311,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_132.json,none
138,1,0,0.9078750948784148,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_138.json,none
147,1,1,0.5274145597967385,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_147.json,weak_warning
148,1,1,0.8368818316280644,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_148.json,none
150,1,0,0.7944372732022207,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_150.json,weak_warning
159,1,1,0.7256234310283516,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_159.json,none
166,1,0,0.5117461312982451,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_166.json,strong_warning
171,1,0,0.83109725204528,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_171.json,none
175,1,0,0.6708553654670374,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_175.json,strong_warning
179,1,1,0.43670692753244544,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_179.json,strong_warning
180,1,0,0.9187063156928924,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_180.json,none
181,1,1,0.44311974764418416,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_181.json,strong_warning
183,1,0,0.7024319736748286,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_183.json,strong_warning
184,1,1,0.4470097588762739,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_184.json,strong_warning
187,1,1,0.6621073027155657,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_187.json,none
189,1,1,0.8216339080925346,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_189.json,none
193,1,0,0.6127970320722846,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_193.json,strong_warning
196,1,0,0.9014762937216729,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_196.json,none
197,1,1,0.7522866283730384,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_197.json,none
202,1,1,0.6735323620994362,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_202.json,none
203,1,0,0.6987543649021095,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_203.json,strong_warning
209,1,1,0.4749052193567337,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_209.json,strong_warning
211,1,1,0.6974498871945425,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_211.json,none
221,1,1,0.708543750069091,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_221.json,none
223,1,1,0.7603809222301385,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_223.json,none
229,1,0,0.8197210872954481,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_229.json,none
231,1,0,0.7264902377411809,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_231.json,weak_warning
233,1,0,0.6859848082647875,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_233.json,strong_warning
236,1,1,0.5423945551378394,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_236.json,weak_warning
238,1,1,0.7593996721053538,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_238.json,none
245,1,1,0.41611494103568986,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_245.json,strong_warning
