sample_idx,true_class,predicted_class,predicted_confidence,true_label,predicted_label,is_correct,source_json,warning_type
51,1,1,0.7999336365603155,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_51.json,none
52,0,1,0.6151706588075914,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_52.json,none
53,1,1,0.5291493965093776,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_53.json,weak_warning
54,1,0,0.5975205478581416,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_54.json,strong_warning
55,0,0,0.7392137323672051,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_55.json,weak_warning
56,1,0,0.65070030968435,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_56.json,strong_warning
57,0,0,0.7766437206403927,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_57.json,weak_warning
58,0,0,0.6208211994520877,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_58.json,strong_warning
59,0,0,0.7928354794082104,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_59.json,weak_warning
60,0,0,0.8395327968040953,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_60.json,none
61,1,0,0.7460388818256952,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_61.json,weak_warning
62,1,1,0.41223574541059343,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_62.json,strong_warning
63,1,1,0.7112861092079535,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_63.json,none
64,0,1,0.4440927119595264,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_64.json,strong_warning
65,0,0,0.9015526443299258,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_65.json,none
66,1,0,0.8764939986105391,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_66.json,none
67,0,0,0.6719359346395182,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_67.json,strong_warning
68,0,0,0.9146728976684814,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_68.json,none
69,0,0,0.9015488723685624,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_69.json,none
70,1,1,0.6940986792341206,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_70.json,none
71,0,0,0.9250643794203295,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_71.json,none
72,0,0,0.8475454193855854,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_72.json,none
73,0,0,0.8968325581769407,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_73.json,none
74,0,0,0.851390640747567,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_74.json,none
75,0,0,0.7711723911315433,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_75.json,weak_warning
76,1,1,0.7289818363068694,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_76.json,none
77,0,0,0.8845350050990058,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_77.json,none
78,0,0,0.7509095666143812,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_78.json,weak_warning
79,1,1,0.6772763209442967,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_79.json,none
80,0,0,0.8195955098438152,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_80.json,none
81,0,0,0.8725079601537743,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_81.json,none
82,0,1,0.5848125733996071,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_82.json,weak_warning
83,0,0,0.7717035144504433,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_83.json,weak_warning
84,0,0,0.8793320704719545,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_84.json,none
85,0,0,0.9108843471996375,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_85.json,none
86,0,0,0.7789155600117458,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_86.json,weak_warning
87,0,0,0.6634378187370704,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_87.json,strong_warning
88,0,0,0.8536070729946692,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_88.json,none
89,0,0,0.6854932879547395,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_89.json,strong_warning
90,0,0,0.9043756329492054,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_90.json,none
91,0,0,0.9221905486178242,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_91.json,none
92,0,0,0.7432362687211029,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_92.json,weak_warning
93,0,0,0.8627875485559193,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_93.json,none
94,1,1,0.7129348933163879,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_94.json,none
95,0,0,0.6191499317271786,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_95.json,strong_warning
96,0,0,0.8535453386603669,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_96.json,none
97,0,0,0.566631929302716,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_97.json,strong_warning
98,0,0,0.8765016669203185,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_98.json,none
99,0,0,0.6509500845145114,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_99.json,strong_warning
100,1,1,0.6352321550249808,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_100.json,none
101,0,1,0.6731559017601891,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_101.json,none
102,0,1,0.6253733809841279,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_102.json,none
103,0,0,0.9058384933887065,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_103.json,none
104,1,0,0.8424727667752008,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_104.json,none
105,1,0,0.7141117795954375,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_105.json,weak_warning
106,0,1,0.49293692125993116,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_106.json,weak_warning
107,0,0,0.8974123376770066,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_107.json,none
108,0,0,0.8015808209290359,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_108.json,weak_warning
109,1,1,0.5957228738690054,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_109.json,weak_warning
110,0,0,0.6366089056304906,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_110.json,strong_warning
111,1,1,0.6613555436532421,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_111.json,none
112,0,0,0.934799182917118,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_112.json,none
113,0,0,0.6743592448360687,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_113.json,strong_warning
114,1,0,0.8325670239954259,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_114.json,none
115,0,0,0.909441053779582,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_115.json,none
116,0,0,0.9326412993188473,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_116.json,none
117,0,0,0.8614788609529316,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_117.json,none
118,1,1,0.49340603796753085,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_118.json,weak_warning
119,0,1,0.4877778973894242,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_119.json,weak_warning
120,0,0,0.8228010730101186,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_120.json,none
121,0,0,0.6409859607067541,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_121.json,strong_warning
122,0,0,0.8261959751978125,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_122.json,none
123,0,0,0.9418127689304905,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_123.json,none
124,0,0,0.9223815317117081,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_124.json,none
125,0,0,0.902538808294375,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_125.json,none
126,0,0,0.6281893852720186,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_126.json,strong_warning
127,1,0,0.8270034542958997,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_127.json,none
128,1,0,0.8457236398224934,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_128.json,none
129,0,0,0.6385370534872227,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_129.json,strong_warning
130,0,0,0.8336295992980032,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_130.json,none
131,0,0,0.6245665451375103,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_131.json,strong_warning
132,1,1,0.6737151575655311,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_132.json,none
133,0,0,0.6825871023583661,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_133.json,strong_warning
134,0,0,0.9221911111298638,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_134.json,none
135,0,0,0.6111133293531009,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_135.json,strong_warning
136,0,0,0.9158917091188804,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_136.json,none
137,0,0,0.8932096068057194,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_137.json,none
138,1,0,0.9078750948784148,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_138.json,none
139,0,0,0.8406904162741691,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_139.json,none
140,0,0,0.9061568849232338,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_140.json,none
141,0,0,0.803523210865582,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_141.json,weak_warning
142,0,1,0.6049921392729725,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_142.json,weak_warning
143,0,0,0.8913552962606712,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_143.json,none
144,0,0,0.8462655992876467,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_144.json,none
145,0,0,0.9155046055823203,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_145.json,none
146,0,0,0.8658945334603629,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_146.json,none
147,1,1,0.5274145597967385,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_147.json,weak_warning
148,1,1,0.8368818316280644,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_148.json,none
149,0,0,0.8745804277883432,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_149.json,none
150,1,0,0.7944372732022207,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_150.json,weak_warning
151,0,0,0.9064412336532649,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_151.json,none
152,0,1,0.7048804136037647,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_152.json,none
153,0,1,0.7202526137986774,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_153.json,none
154,0,0,0.884610365398476,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_154.json,none
155,0,1,0.429091510237731,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_155.json,strong_warning
156,0,0,0.9206004967251521,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_156.json,none
157,0,0,0.7912432570860769,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_157.json,weak_warning
